company_name,current_status,b_corp_profile,website,assessment_year,overall_score
Grupo Basicos SA,certified,bcorporation.net/directory/grupo-basicos-sa,www.grupobasicos.com,2018,84.9
MindFull,certified,bcorporation.net/directory/mindfull,www.mindfull.com,2019,91.9
Schaffer&Combs,certified,bcorporation.net/directory/schaffercombs,www.schaffercombs.com,2017,108.3
Schaffer&Combs,certified,bcorporation.net/directory/schaffercombs,www.schaffercombs.com,2015,113.1
"Precision General Commercial Contractors, Inc.",certified,bcorporation.net/directory/precision-general-commercial-contractors-inc,precisiongc.com,2019,84.7
"Imery & Co, LLC",certified,bcorporation.net/directory/imery-co-llc,www.imerygroup.com,2018,80.4
Quorum,certified,bcorporation.net/directory/quorum,quorum.co,2018,107.3
Extend Comunicaciones,certified,bcorporation.net/directory/extend-comunicaciones,www.extend.cl,2017,92.1
Extend Comunicaciones,certified,bcorporation.net/directory/extend-comunicaciones,www.extend.cl,2015,84.7
Beyond English,certified,bcorporation.net/directory/beyond-english,www.beyond-english.org,2017,106.1
Beyond English,certified,bcorporation.net/directory/beyond-english,www.beyond-english.org,2015,152.6
Too Good To Go ApS,certified,bcorporation.net/directory/too-good-to-go-ap-s,toogoodtogo.org/en,2018,81.6
Move Avaliaá∆o e EstratÇgia em Desenvolvimento Social,certified,bcorporation.net/directory/move-avaliacao-e-estrategia-em-desenvolvimento-social,www.movesocial.com.br,2017,105.4
Move Avaliaá∆o e EstratÇgia em Desenvolvimento Social,certified,bcorporation.net/directory/move-avaliacao-e-estrategia-em-desenvolvimento-social,www.movesocial.com.br,2015,137.4
Jago,certified,bcorporation.net/directory/lead-agency-ta-jago,wearejago.com,2018,83.4
Eco Panplas,certified,bcorporation.net/directory/eco-panplas,ecopanplas.com.br,2018,94.1
Calagro,certified,bcorporation.net/directory/calagro,www.calagro.cl,2019,92.9
Organic India USA,certified,bcorporation.net/directory/organic-india-usa,www.organicindia.com/us,2017,120.3
Organic India USA,certified,bcorporation.net/directory/organic-india-usa,www.organicindia.com/us,2015,103.4
High Park Brewery,certified,bcorporation.net/directory/high-park-brewery,highparkbrewery.com,2017,101
Generativa SocietÖ Benefit a ResponsabilitÖ Limitata,certified,bcorporation.net/directory/generativa-societ-benefit-a-responsabilit-limitata,www.generativa.org,2019,80
Gemma,certified,bcorporation.net/directory/gemma,www.gemma.uy,2018,102.3
Gemma,certified,bcorporation.net/directory/gemma,www.gemma.uy,2016,93.1
MullenLowe salt,certified,bcorporation.net/directory/mullenlowe-salt,mullenlowesalt.com,2017,101.3
MullenLowe salt,certified,bcorporation.net/directory/mullenlowe-salt,mullenlowesalt.com,2015,83.7
ARP-Astrance,certified,bcorporation.net/directory/arp-astrance,www.arp-astrance.com,2017,83.3
Ingeus UK Ltd,certified,bcorporation.net/directory/ingeus-uk-ltd,www.ingeus.co.uk,2017,119.7
Ingeus UK Ltd,certified,bcorporation.net/directory/ingeus-uk-ltd,www.ingeus.co.uk,2015,137.4
Green Moves Australia,certified,bcorporation.net/directory/green-moves-australia,www.greenmoves.com.au,2017,96.1
Green Moves Australia,certified,bcorporation.net/directory/green-moves-australia,www.greenmoves.com.au,2015,113.8
Hirepurpose,certified,bcorporation.net/directory/hirepurpose,www.hirepurpose.com,2017,102.5
Hirepurpose,certified,bcorporation.net/directory/hirepurpose,www.hirepurpose.com,2015,103.4
Good Stuff Partners,certified,bcorporation.net/directory/good-stuff-partners,www.goodstuffpartners.com,2017,91.7
Green Element Limited,certified,bcorporation.net/directory/green-element-limited,www.greenelement.co.uk,2017,96.5
Green Element Limited,certified,bcorporation.net/directory/green-element-limited,www.greenelement.co.uk,2015,100.6
"Smart Set, Inc.",certified,bcorporation.net/directory/smart-set-inc,smartset.com,2018,81.5
"Smart Set, Inc.",certified,bcorporation.net/directory/smart-set-inc,smartset.com,2016,82.6
Waterbomb Ltd,certified,bcorporation.net/directory/waterbomb,www.waterbomb.com,2017,90.3
Waterbomb Ltd,certified,bcorporation.net/directory/waterbomb,www.waterbomb.com,2015,84.1
Easthall Farm at St Pauls Walden,certified,bcorporation.net/directory/easthall-farm-st-pauls-walden,www.easthallfarm.com.,2017,93.3
Cause4,certified,bcorporation.net/directory/cause4,www.cause4.co.uk,2018,91.3
Cause4,certified,bcorporation.net/directory/cause4,www.cause4.co.uk,2016,87
Barebones Living,certified,bcorporation.net/directory/barebones-living,www.barebonesliving.com,2018,100.2
Barebones Living,certified,bcorporation.net/directory/barebones-living,www.barebonesliving.com,2015,85
Mustard Seed,certified,bcorporation.net/directory/mustard-seed,mustardseed.vc,2018,92.2
Mustard Seed,certified,bcorporation.net/directory/mustard-seed,mustardseed.vc,2016,97.7
Faro Energy,certified,bcorporation.net/directory/faro-energy,www.faroenergy.com,2018,89.9
Faro Energy,certified,bcorporation.net/directory/faro-energy,www.faroenergy.com,2016,87.2
And Rising,certified,bcorporation.net/directory/18-feet-rising,www.andrising.co.uk,2016,82.6
Highland Group,certified,bcorporation.net/directory/highland-group,www.wearehg.com,2018,109.5
Highland Group,certified,bcorporation.net/directory/highland-group,www.wearehg.com,2016,85.5
Responsible Leadership Foundation t/a The Forward Institute,certified,bcorporation.net/directory/responsible-leadership-foundation-ta-the-forward-institute,www.forward.institute,2018,87.4
Mimetics Inc.,certified,bcorporation.net/directory/mimetics-inc,www.mimetics.ca,2016,90.3
OTA Franchise Corporation,certified,bcorporation.net/directory/ota-franchise-corporation,www.tradingacademy.com,2017,82.8
Public.,certified,bcorporation.net/directory/public,www.public-hq.com,2018,87.8
Public.,certified,bcorporation.net/directory/public,www.public-hq.com,2016,126.9
Thirst Studios,certified,bcorporation.net/directory/thirst-studios,thirststudios.com,2016,82.6
Sora Finance,certified,bcorporation.net/directory/sora-finance-sora-equity,sora-equity.com,2018,105.2
Sora Finance,certified,bcorporation.net/directory/sora-finance-sora-equity,sora-equity.com,2016,123.5
Gong Communications,certified,bcorporation.net/directory/gong-communications,gongcommunications.com,2017,84.3
Impact Marathon Series,certified,bcorporation.net/directory/impact-marathon-series,www.impactmarathonseries.com,2016,107
MapleMama Beverages LLC,certified,bcorporation.net/directory/maple-mama-beverages-llc,www.maplemamabeverages.com,2018,82.8
"Sons & Daughters, Inc",certified,bcorporation.net/directory/sons-and-daughters-inc,www.sd-farm.com,2017,80
Simanye,certified,bcorporation.net/directory/simanye,www.simanye.co.za,2017,80.7
purefood GmbH,certified,bcorporation.net/directory/purefood-gmb-h,www.lycka.bio,2018,103.7
Kodama y Mex,certified,bcorporation.net/directory/kodama-y-mex,www.kodamaymex.com,2017,89.7
Adopt & Embrace,certified,bcorporation.net/directory/adopt-embrace,adoptandembrace.com,2017,91.3
Tobasa Bioindustrial de Babaáu S/A,certified,bcorporation.net/directory/tobasa-bioindustrial-de-babacu-sa,www.tobasa.com.br,2017,107.8
JBA Wealth Management Group,certified,bcorporation.net/directory/jba-wealth-management-group,www.jbawealth.com,2017,84.8
vacavaliente,certified,bcorporation.net/directory/vacavaliente,vacavaliente.com,2017,81
Broterra,certified,bcorporation.net/directory/broterra,www.broterra.com.py,2016,81.4
Work Wisdom LLC,certified,bcorporation.net/directory/work-wisdom-llc,www.workwisdomllc.com,2017,93.7
Montanya Distillers LLC,certified,bcorporation.net/directory/montanya-distillers-llc,www.montanyadistillers.com,2018,119.6
Grounded World,certified,bcorporation.net/directory/grounded-world,www.grounded.world,2019,80
Galileo Learning,certified,bcorporation.net/directory/galileo-learning,galileo-camps.com,2016,84
Galileo Learning,certified,bcorporation.net/directory/galileo-learning,galileo-camps.com,2014,84.3
Galileo Learning,certified,bcorporation.net/directory/galileo-learning,galileo-camps.com,2012,96.8
"Varsity Technologies, Inc.",certified,bcorporation.net/directory/varsity-technologies-inc,varsitytechnologies.com,2016,92.8
"Varsity Technologies, Inc.",certified,bcorporation.net/directory/varsity-technologies-inc,varsitytechnologies.com,2015,90.6
"Varsity Technologies, Inc.",certified,bcorporation.net/directory/varsity-technologies-inc,varsitytechnologies.com,2012,110.3
Brilia (raz∆o social Swell Imp./Com. de Produtos de Iluminaá∆o SA),certified,bcorporation.net/directory/brilia-razao-social-swell-impcom-de-produtos-de-iluminacao-sa,www.brilia.com,2017,83.4
U Ethical,certified,bcorporation.net/directory/uca-funds-management,www.uethical.com/contact,2017,125.2
Kinetic Communities Consulting,certified,bcorporation.net/directory/kinetic-communities-consulting,Kineticcommunities.consulting,2018,94.6
Modern Adventure,certified,bcorporation.net/directory/modern-adventure,modernadventure.com,2019,83.4
"Broughton Consulting, LLC",certified,bcorporation.net/directory/broughton-consulting-llc,www.broughton-consulting.com,2016,85.7
Forster Communications,certified,bcorporation.net/directory/forster-communications,www.forster.co.uk,2017,102.6
Forster Communications,certified,bcorporation.net/directory/forster-communications,www.forster.co.uk,2015,130.5
Kozm Inc.,certified,bcorporation.net/directory/kozm-inc,thekozm.com,2017,89.9
PATHFINDER,certified,bcorporation.net/directory/pathfinder,pathfindersocent.com,2018,89.1
TOOVALU,certified,bcorporation.net/directory/toovalu,www.toovalu.com,2017,80.9
Cooperativa Magis,certified,bcorporation.net/directory/cooperativa-magis,www.incubadoramagis.org,2017,82.2
"Breckinridge Capital Advisors, Inc.",certified,bcorporation.net/directory/breckinridge-capital-advisors-inc,www.breckinridge.com,2016,116.1
"Breckinridge Capital Advisors, Inc.",certified,bcorporation.net/directory/breckinridge-capital-advisors-inc,www.breckinridge.com,2015,104.4
"Breckinridge Capital Advisors, Inc.",certified,bcorporation.net/directory/breckinridge-capital-advisors-inc,www.breckinridge.com,2012,97.5
Rainbow Collection,certified,bcorporation.net/directory/rainbow-collection,www.rainbowcollection.nl,2017,106.8
Hotel Vilar AmÇrica,certified,bcorporation.net/directory/hotel-vilar-amrica,www.hotelvilaramerica.com,2019,81.9
obon sai cosmetics ltd,certified,bcorporation.net/directory/obon-sai-cosmetics-ltd,www.thebodyshop.com.cy,2019,81.7
Beauty Kitchen UK Ltd,certified,bcorporation.net/directory/beauty-kitchen-uk-ltd,www.beautykitchen.co.uk,2017,89.3
ME to WE Social Enterprises Inc.,certified,bcorporation.net/directory/me-to-we,www.metowe.com,2017,108
ME to WE Social Enterprises Inc.,certified,bcorporation.net/directory/me-to-we,www.metowe.com,2015,137.8
Sanar,certified,bcorporation.net/directory/editora-sanar,www.editorasanar.com.br,2018,80.5
LUP,certified,bcorporation.net/directory/lup,www.plasticlup.com,2019,86.1
Comet Skateboards,certified,bcorporation.net/directory/comet-skateboards,cometskateboards.com,2018,91.6
Comet Skateboards,certified,bcorporation.net/directory/comet-skateboards,cometskateboards.com,2014,121.8
Comet Skateboards,certified,bcorporation.net/directory/comet-skateboards,cometskateboards.com,2013,105.5
NOVULIS,certified,bcorporation.net/directory/novulis,www.novulismed.com,2019,90.6
Living Room Realty,certified,bcorporation.net/directory/living-room-realty,www.livingroomre.com,2018,91.9
Living Room Realty,certified,bcorporation.net/directory/living-room-realty,www.livingroomre.com,2015,84.1
Living Room Realty,certified,bcorporation.net/directory/living-room-realty,www.livingroomre.com,2013,80.4
Bulb,certified,bcorporation.net/directory/bulb-energy,bulb.co.uk,2018,94.3
Bulb,certified,bcorporation.net/directory/bulb-energy,bulb.co.uk,2016,99.1
Rising Springs,certified,bcorporation.net/directory/rising-springs,www.risingspringssource.com,2018,89.1
Amalgamated Bank,certified,bcorporation.net/directory/amalgamated-bank,www.amalgamatedbank.com,2018,115.1
Amalgamated Bank,certified,bcorporation.net/directory/amalgamated-bank,www.amalgamatedbank.com,2016,87.3
Charity Bank,certified,bcorporation.net/directory/charity-bank,www.charitybank.org,2016,128.7
Charity Bank,certified,bcorporation.net/directory/charity-bank,www.charitybank.org,2014,128.9
Ambienta SGR S.p.A.,certified,bcorporation.net/directory/ambienta-sgr-sp-a,www.ambientasgr.com,2019,112.8
Reforest'Action,certified,bcorporation.net/directory/reforest-action,www.reforestaction.com,2019,87.7
GRRR,certified,bcorporation.net/directory/grrr,grrr.nl/en,2019,85.3
NATIVA Srl SB,certified,bcorporation.net/directory/nativa-srl-sb,www.nativalab.com,2017,111.7
NATIVA Srl SB,certified,bcorporation.net/directory/nativa-srl-sb,www.nativalab.com,2015,108.4
NATIVA Srl SB,certified,bcorporation.net/directory/nativa-srl-sb,www.nativalab.com,2013,101.6
Bjorg Bonneterre et Compagnie,certified,bcorporation.net/directory/bjorg-bonneterre-et-compagnie,www.bjorgbonneterreetcie.com/fr/home,2019,102
Fair Bazaar,certified,bcorporation.net/directory/fair-bazaar,thefairbazaar.com,2019,80.8
Sustain Natural,certified,bcorporation.net/directory/sustain-natural,www.sustainnatural.com,2018,88.3
Sustain Natural,certified,bcorporation.net/directory/sustain-natural,www.sustainnatural.com,2016,106.1
Sustain Natural,certified,bcorporation.net/directory/sustain-natural,www.sustainnatural.com,2014,98.9
Network for Good,certified,bcorporation.net/directory/network-good,www.networkforgood.com,2018,99.5
Network for Good,certified,bcorporation.net/directory/network-good,www.networkforgood.com,2016,109.1
Network for Good,certified,bcorporation.net/directory/network-good,www.networkforgood.com,2014,114.6
Genuine Health,certified,bcorporation.net/directory/genuine-health,www.genuinehealth.com,2017,80.8
Genuine Health,certified,bcorporation.net/directory/genuine-health,www.genuinehealth.com,2014,82.3
Genuine Health,certified,bcorporation.net/directory/genuine-health,www.genuinehealth.com,2012,86.2
1908 Brands,certified,bcorporation.net/directory/1908-brands,1908brands.com,2019,80.1
1908 Brands,certified,bcorporation.net/directory/1908-brands,1908brands.com,2016,92.8
1908 Brands,certified,bcorporation.net/directory/1908-brands,1908brands.com,2014,111
Skagerak Denmark A/S,certified,bcorporation.net/directory/skagerak-denmark,www.skagerak.dk,2019,102.2
Skagerak Denmark A/S,certified,bcorporation.net/directory/skagerak-denmark,www.skagerak.dk,2016,87.2
Sokol Blosser Winery,certified,bcorporation.net/directory/sokol-blosser-winery,www.sokolblosser.com,2016,111.5
Sokol Blosser Winery,certified,bcorporation.net/directory/sokol-blosser-winery,www.sokolblosser.com,2014,80
"Mamava, Inc.",certified,bcorporation.net/directory/mamava-inc,www.mamava.com,2017,80.6
"Mamava, Inc.",certified,bcorporation.net/directory/mamava-inc,www.mamava.com,2015,86.6
Catalyst Partners,certified,bcorporation.net/directory/catalyst-partners,www.catalyst-partners.com,2017,132
Catalyst Partners,certified,bcorporation.net/directory/catalyst-partners,www.catalyst-partners.com,2015,146.8
Bohlsen Group,certified,bcorporation.net/directory/bohlsen-group,www.bohlsengroup.com,2017,87.4
Bohlsen Group,certified,bcorporation.net/directory/bohlsen-group,www.bohlsengroup.com,2015,99.9
Traction on Demand,certified,bcorporation.net/directory/traction-on-demand,www.tractionondemand.com,2018,101.6
Traction on Demand,certified,bcorporation.net/directory/traction-on-demand,www.tractionondemand.com,2015,100.6
Traction on Demand,certified,bcorporation.net/directory/traction-on-demand,www.tractionondemand.com,2013,81.8
"Forrest Firm, PC",certified,bcorporation.net/directory/forrest-firm-pc,forrestfirm.com,2018,83
